Category Code,Category Label
12514023,"Muesli, homemade, untoasted or natural, added dried fruit, nuts & seeds"
12514024,"Muesli, homemade, untoasted or natural, added nuts & seeds"
12515,"Breakfast cereal, mixed grain, with fruit and/or nuts, fortified"
12515001,"Breakfast cereal, mixed grain (rice & wheat), flakes, berries, added vitamins B1, B2, B3, B6 & folate, Ca, Fe & Zn"
12515002,"Breakfast cereal, mixed grain (rice & wheat), flakes, fruit & nut, added vitamins B1, B2, B3, B6, E & folate, Ca, Fe & Zn"
12515003,"Breakfast cereal, mixed grain (rice & wheat), flakes, nuts, added vitamins B1, B2 & B3, Ca & Fe"
12515004,"Breakfast cereal, mixed grain (wheat & corn), flakes, berries & sultanas, added vitamins A, B1, B2, B3, B6, E & folate, Ca, Fe & Zn"
12515005,"Breakfast cereal, mixed grain (wheat & corn), flakes, sultana, apple & currant, added vitamins B1, B2, B3, B6, E & folate, Ca, Fe & Zn"
12515006,"Breakfast cereal, mixed grain (wheat & oat), clusters, almond, added vitamins B1, B2, B3, B6, C, E & folate, Ca, Fe & Zn"
12515007,"Breakfast cereal, mixed grain (wheat & oat), flakes, apple, sultana & cranberry, added vitamins B1, B2, B3, B6, C, E & folate"
12515008,"Breakfast cereal, mixed grain (wheat & oat), flakes, apricot & sultana, added vitamins B1, B2, B3 & folate & Fe"
12515009,"Breakfast cereal, mixed grain (wheat & oat), flakes, berries, added vitamins B1, B2, B3 & folate & Fe"
12515010,"Breakfast cereal, mixed grain (wheat, oat & corn), clusters, honey, nuts, added vitamins B1, B2, B3, E, C & folate, Fe & Zn"
12515011,"Breakfast cereal, mixed grain (wheat, oat & corn), flakes, fruit, added vitamins B1, B2, B3, B6, E & folate, Ca, Fe & Zn"
12515012,"Breakfast cereal, mixed grain (wheat, oat & corn), flakes, fruit & nuts, added vitamins B1, B2, B3, C & folate & Fe"
12515013,"Breakfast cereal, mixed grain (wheat, oat & corn), flakes, fruit & nuts, added vitamins B1, B2, B3, B6, E & folate, Ca, Fe & Zn"
12515014,"Breakfast cereal, mixed grain (wheat, rice & oat), flakes & clusters, apple, added vitamins B1, B2, B3, B6, E & folate, Fe & Zn"
12515015,"Breakfast cereal, mixed grain (wheat, oat & corn), flakes & clusters, pomegranate & berries, added vitamins A, B1, B2, B3, B6, E & folate, Ca, Fe & Zn"
12515016,"Breakfast cereal, mixed grain (wheat, rice & oat), flakes & clusters, sultanas, added vitamins B1, B2, B3, B6, C & folate, Fe & Zn"
12515017,"Breakfast cereal, mixed grain (wheat, rice & oat), flakes, dried fruit, added vitamins B1, B2, B3 & E & Fe"
12515018,"Breakfast cereal, mixed grain (wheat, corn, rice & oat), clusters, apple & almonds, added vitamins B1, B2, B3 & folate & Fe"
12515019,"Breakfast cereal, mixed grain (wheat, corn, rice & oat), clusters, sultana & berries, added vitamins B1, B2, B3, E & folate, Ca & Fe"
12515020,"Breakfast cereal, mixed grain (wheat, corn, rice & oat), flakes & clusters, honey & macadamias, added vitamins B1, B2, B3, E & folate, Ca & Fe"
12515021,"Breakfast cereal, mixed grain (wheat, corn, rice & oat), flakes, apricot & coconut, added vitamins B1, B2, B3, E & folate, Ca & Fe"
12515022,"Breakfast cereal, mixed grain (wheat, corn, rice & oat), flakes, berries, added vitamins B1, B2, B3, E & folate, Ca & Fe"
12515023,"Breakfast cereal, mixed grain (wheat, corn, rice & oat), flakes, fruit, added vitamins B1, B2, B3 & folate & Fe"
12515024,"Breakfast cereal, mixed grain (wheat, corn, rice & oat), flakes, fruit, added vitamins B1, B2, B3, & folate, Ca & Fe"
12515025,"Breakfast cereal, mixed grain (wheat, corn, rice & oat), flakes, fruit & nuts, added vitamins B1, B2, B3, C & folate & Fe"
12515026,"Breakfast cereal, mixed grain, commercial, not further defined"
12515027,"Muesli, commercial, toasted, added dried fruit & nuts, added vitamins B2, B3, E & folate & Ca"
12516,"Breakfast cereal, other"
12516001,"Breakfast cereal, barley, flakes, honey, added sultanas, unfortified"
12516002,"Breakfast cereal, cocoa coating, commercial, not further defined"
12516003,"Breakfast cereal, not further defined"
126,"Breakfast cereals, hot porridge style"
12601,"Porridge style, oat based"
12601001,"Porridge, rolled oats, prepared with water"
12601002,"Porridge, rolled oats, prepared with regular fat cows milk"
12601003,"Porridge, rolled oats, prepared with reduced fat cows milk"
12601004,"Porridge, rolled oats, prepared with skim cows milk"
12601005,"Porridge, rolled oats, prepared with cows milk"
12601006,"Porridge, rolled oats, prepared with rice milk"
12601007,"Porridge, rolled oats, prepared with soy milk"
12601008,"Porridge, rolled oats, prepared with cows milk & water"
12601009,"Porridge, rolled oats, prepared with soy milk & water"
12601010,"Porridge, rolled oats, with added fibre & Ca, prepared with cows milk"
12601011,"Porridge, rolled oats mixed with sugar or honey & other flavours, prepared with water"
12601012,"Porridge, rolled oats mixed with sugar or honey & other flavours, prepared with cows milk"
12601013,"Porridge, rolled oats mixed with sugar or honey & other flavours, prepared with soy milk"
12601014,"Porridge, rolled oats mixed with sugar, flavours & dried fruit, prepared with water"
12601015,"Porridge, rolled oats mixed with sugar, flavours & dried fruit, prepared with cows milk"
12601016,"Porridge, rolled oats mixed with sugar, flavours & dried fruit, prepared with soy milk"
12601017,"Oats, rolled, mixed with sugar or honey & other flavours, uncooked"
12601018,"Oats, rolled, mixed with sugar, flavours & dried fruit, uncooked"
12602,"Porridge style, other cereals"
12602001,"Porridge, rice (congee), cooked with water"
12602002,"Porridge, brown rice, with added dry fruit, cooked with cows milk"
12602003,"Rice, ground brown rice, with added dry fruit, uncooked"
13,Cereal based products and dishes
131,Sweet biscuits
13101,"Sweet biscuits, plain or flavoured including short bread varieties"
13101001,"Biscuit, sweet, Anzac style, commercial"
13101002,"Biscuit, sweet, Anzac style, homemade from basic ingredients, fat not further defined"
13101003,"Biscuit, sweet, Butternut Snap style, commercial"
13101004,"Biscuit, sweet, chocolate flavoured, commercial"
13101005,"Biscuit, sweet, chocolate flavoured, homemade from basic ingredients, fat not further defined"
13101007,"Biscuit, sweet, fortune cookie, commercial"
13101008,"Biscuit, sweet, ginger flavoured, commercial"
13101009,"Biscuit, sweet, gingerbread, homemade from basic ingredients, fat not further defined, uniced"
13101010,"Biscuit, sweet, honey jumble, homemade from basic ingredients, fat not further defined, uniced"
13101011,"Biscuit, sweet, oatmeal, commercial"
13101012,"Biscuit, sweet, plain, commercial"
13101013,"Biscuit, sweet, plain, homemade from basic ingredients, butter or dairy blend"
13101014,"Biscuit, sweet, plain, homemade from basic ingredients, fat not further defined"
13101015,"Biscuit, sweet, plain, sponge finger, commercial"
13101016,"Biscuit, sweet, shortbread style, commercial"
13101017,"Biscuit, sweet, shortbread style, homemade from basic ingredients, butter or dairy blend"
13101018,"Biscuit, sweet, shortbread style, with custard powder, commercial"
13101019,"Biscuit, sweet, shortbread style, with custard powder, homemade from basic ingredients, fat not further defined"
13101020,"Biscuit, sweet, sugar-glazed pastry, commercial"
13101021,"Biscuit, sweet, wafer style"
13101022,"Biscuit, sweet, wheatmeal, commercial"
13101023,"Biscuit, sweet, plain assorted, commercial, not further defined"
13101024,"Biscuit, sweet, not further defined"
13101025,"Biscuit mix, sweet, dry mix"
13101026,"Cone, wafer style, for ice cream"
13101027,"Cone, waffle style, for ice cream"
13101028,"Cone, for ice cream, not further defined"
13102,"Sweet biscuits, plain with fruit or nuts"
13102001,"Biscuit, sweet, almond spekulatius (butter almond cookie), commercial"
13102002,"Biscuit, sweet, biscotti (almond bread), commercial"
13102003,"Biscuit, sweet, fruit-filled, commercial"
13102004,"Biscuit, sweet, fruit-filled, commercial, reduced fat"
13102005,"Biscuit, sweet, gluten free, non-chocolate flavour"
13102006,"Biscuit, sweet, macaroon (coconut based), commercial"
13102007,"Biscuit, sweet, macaroon (coconut based), homemade from basic ingredients"
13102008,"Biscuit, sweet, with coconut, commercial"
13102009,"Biscuit, sweet, with dried fruit, commercial"
13102010,"Biscuit, sweet, with dried fruit & icing, commercial"
13102011,"Biscuit, sweet, with dried fruit & nuts, commercial"
13102012,"Biscuit, sweet, with nuts, commercial"
13102013,"Biscuit, sweet, with nuts, reduced fat, commercial"
13102014,"Biscuit, sweet, with nuts, homemade from basic ingredients, fat not further defined"
13102015,"Biscuit, sweet, with peanuts, homemade from basic ingredients, fat not further defined"
13102016,"Breakfast pastry, sweet, fruit-paste filled, commercial"
13103,"Sweet biscuits, with jam, marshmallow or other sugar-based filling"
13103001,"Biscuit, sweet, gingerbread, homemade from basic ingredients, fat not further defined, iced"
13103002,"Biscuit, sweet, honey jumble, homemade from basic ingredients, fat not further defined, iced"
13103003,"Biscuit, sweet, jam-filled, commercial"
13103004,"Biscuit, sweet, jam-filled, reduced fat, commercial"
13103005,"Biscuit, sweet, jam-filled, homemade from basic ingredients, fat not further defined"
13103006,"Biscuit, sweet, marshmallow filling, commercial"
13103007,"Biscuit, sweet, plain, with icing, commercial"
13103008,"Biscuit, sweet, plain, homemade from basic ingredients, fat not further defined, iced"
13103009,"Biscuit, sweet, sandwich, syrup wafer, commercial"
13104,"Sweet biscuits, cream-filled"
13104001,"Biscuit, sweet, macaron (almond based), filled"
13104002,"Biscuit, sweet, sandwich, butternut snap biscuit, chocolate cream filling, commercial"
13104003,"Biscuit, sweet, sandwich, chocolate flavour biscuit, cream filling, commercial"
13104004,"Biscuit, sweet, sandwich, chocolate flavoured shortbread style biscuit, chocolate icing filling, commercial"
13104005,"Biscuit, sweet, sandwich, cream & jam filling, commercial"
13104006,"Biscuit, sweet, sandwich, shortbread style biscuit, icing filling, commercial"
13104007,"Biscuit, sweet, sandwich, shortbread style biscuit, icing filling, homemade from basic ingredients"
13104008,"Biscuit, sweet, sandwich, vanilla flavour biscuit, cream filling, commercial"
13104009,"Biscuit, sweet, sandwich, vanilla flavour biscuit, cream filling, white chocolate coated, commercial"
13104010,"Biscuit, sweet, sandwich, wafer layers, cream filling, chocolate flavoured, commercial"
13104011,"Biscuit, sweet, sandwich, wafer layers, cream filling, non-chocolate flavours, commercial"
13104012,"Biscuit, sweet, sandwich, wafer layers, cream filling, commercial, not further defined"
13104013,"Biscuit, sweet, cream assorted, commercial, not further defined"
13105,"Sweet biscuits, chocolate-coated, chocolate chip"
13105001,"Biscuit, sweet, chocolate chip, commercial"
13105002,"Biscuit, sweet, chocolate chip, reduced fat, commercial"
13105003,"Biscuit, sweet, chocolate chip, homemade from basic ingredients, fat not further defined"
13105004,"Biscuit, sweet, chocolate chip & caramel, commercial"
13105005,"Biscuit, sweet, chocolate chip & nut, commercial"
13105006,"Biscuit, sweet, gluten free, chocolate flavoured with chocolate chips"
13105007,"Biscuit, sweet, marshmallow filling, chocolate-coated, commercial"
13105008,"Biscuit, sweet, plain, chocolate-coated, commercial"
13105009,"Biscuit, sweet, with coconut, chocolate base, commercial"
13105010,"Biscuit, sweet, wheatmeal, chocolate-coated, commercial"
13106,"Sweet biscuits, chocolate-coated, chocolate or cream filled"
13106001,"Biscuit, sweet, biscuit base, caramel filling, chocolate-coated, commercial"
13106002,"Biscuit, sweet, biscuit base, mint filling, chocolate-coated, commercial"
13106003,"Biscuit, sweet, chocolate flavoured, bite-size shell, filled with layers of caramel & chocolate, commercial"
13106004,"Biscuit, sweet, sandwich, cream filling, chocolate-coated, commercial"
13106005,"Biscuit, sweet, sandwich, cream & caramel filling, chocolate-coated, commercial"
13106006,"Biscuit, sweet, sandwich, wafer layers, cream filling, chocolate flavoured, chocolate coated, commercial"
13106007,"Biscuit, sweet, chocolate, commercial, not further defined"
13107,"Sweet biscuits, other toppings"
13107001,"Biscuit, sweet, plain, carob-coated, commercial"
132,Savoury biscuits
13201,"Savoury biscuits, wheat based, plain, energy ?1800 kJ per 100 g"
13201001,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted"
13201002,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted, reduced fat"
13201003,"Biscuit, savoury, from white wheat flour, plain snack cracker style, reduced fat"
13201004,"Biscuit, savoury, from white wheat flour, Salada style"
13201005,"Biscuit, savoury, from white wheat flour, Salada style, reduced fat"
13201006,"Biscuit, savoury, from white wheat flour, wafer style"
13201007,"Biscuit, savoury, from white wheat flour, water cracker style"
13201008,"Biscuit, savoury, from wholemeal wheat flour"
13201009,"Biscuit, savoury, from wholemeal wheat flour, added grains"
13201010,"Biscuit, savoury, from wholemeal wheat flour, crispbread"
13201011,"Biscuit, savoury, from wholemeal wheat flour, Salada style, high fibre"
13201012,"Biscuit, savoury, from wholemeal wheat flour & rye flour, crispbread, puffed"
13201013,"Biscuit, savoury, not further defined"
13202,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g"
13202001,"Biscuit, savoury, from white wheat flour, cheese-flavoured"
13202002,"Biscuit, savoury, from white wheat flour, other flavours"
13202003,"Biscuit, savoury, from white wheat flour, flaky cracker style"
13202004,"Biscuit, savoury, from white wheat flour, flatbread style"
13202005,"Biscuit, savoury, from white wheat flour, plain snack cracker style"
13202006,"Biscuit, savoury, from white wheat flour, stick, salted"
13202007,"Biscuit, savoury, from white wheat flour, plain, not further defined"
13203,"Savoury biscuits, rye based"
13203001,"Biscuit, savoury, from rye flour, crispbread"
13203002,"Biscuit, savoury, from rye flour, crispbread, with added grains (buckwheat, linseed, soy, sesame)"
13204,"Savoury biscuits, rice based (includes rice cakes)"
13204001,"Biscuit, savoury, rice cake, from brown rice, plain"
13204002,"Biscuit, savoury, rice cake, from brown rice, flavoured"
13204003,"Biscuit, savoury, rice cake, from brown rice, carob coated"
13204004,"Biscuit, savoury, rice cracker, plain"
13204005,"Biscuit, savoury, rice cracker, cheese based flavours"
13204006,"Biscuit, savoury, rice cracker, seaweed flavoured"
13204007,"Biscuit, savoury, rice cracker, sour cream based flavours"
13204008,"Biscuit, savoury, rice cracker, other flavours"
13204009,"Biscuit, savoury, rice cracker, from brown rice, all flavours"
13204010,"Biscuit, savoury, rice cracker, not further defined"
13204011,"Biscuit, savoury, rice flour, peanut cracker"
13205,"Savoury biscuits, corn based"
13205001,"Biscuit, savoury, corn cake, plain, salted"
13205002,"Biscuit, savoury, corn cake, multigrain, salted"
13205003,"Biscuit, savoury, corn, crispbread, puffed & toasted"
133,"Cakes, muffins, scones, cake-type desserts"
13301,"Cakes and cake mixes, chocolate"
13301001,"Cake mix, chocolate flavour, dry powder"
13301002,"Cake or cupcake, black forest (chocolate-cherry), layered, cream-filled, commercial"
13301003,"Cake or cupcake, black forest (chocolate-cherry), layered, cream-filled, homemade from basic ingredients"
13301004,"Cake or cupcake, chocolate, commercial, uniced"
13301005,"Cake or cupcake, chocolate, commercial, uniced, filled with cream"
13301006,"Cake or cupcake, chocolate, commercial, sugar based icing"
13301007,"Cake or cupcake, chocolate, commercial, sugar based icing, filled with cream"
13301008,"Cake or cupcake, chocolate, homemade from basic ingredients, butter or dairy blend, uniced"
13301009,"Cake or cupcake, chocolate, homemade from basic ingredients, butter or dairy blend, sugar based icing"
13301010,"Cake or cupcake, chocolate, homemade from basic ingredients, margarine spread, uniced"
13301011,"Cake or cupcake, chocolate, homemade from basic ingredients, margarine spread, sugar based icing"
13301012,"Cake or cupcake, chocolate, homemade from basic ingredients, oil, uniced"
13301013,"Cake or cupcake, chocolate, homemade from basic ingredients, oil, sugar based icing"
13301014,"Cake or cupcake, chocolate, homemade from basic ingredients, undefined fat, uniced"
13301015,"Cake or cupcake, chocolate, homemade from basic ingredients, undefined fat, uniced, filled with cream"
13301016,"Cake or cupcake, chocolate, homemade from basic ingredients, undefined fat, sugar based icing"
13301017,"Cake or cupcake, chocolate, homemade from basic ingredients, undefined fat, sugar based icing, filled with cream"
13301018,"Cake or cupcake, chocolate, homemade from basic ingredients, undefined fat, almond meal, uniced"
13301019,"Cake, cupcake or muffin, chocolate, prepared from dry mix, undefined fat, uniced"
13301020,"Cake, cupcake or muffin, chocolate, prepared from dry mix, undefined fat, sugar based icing"
13301021,"Cake or cupcake, coffee, homemade from basic ingredients, undefined fat, uniced"
13301022,"Cake or cupcake, coffee, homemade from basic ingredients, undefined fat, iced"
13301023,"Cake or cupcake, hazelnut, homemade from basic ingredients, undefined fat, uniced"
13301024,"Cake or cupcake, mud, caramel or white chocolate, uniced"
13301025,"Cake or cupcake, mud, caramel or white chocolate, sugar based icing"
13301026,"Cake or cupcake, mud, dark chocolate, commercial, chocolate ganache icing"
13301027,"Cake or cupcake, mud, dark chocolate, homemade from basic ingredients, undefined fat, uniced"
13301028,"Cake or cupcake, mud, dark chocolate, homemade from basic ingredients, undefined fat, chocolate ganache icing"
13301029,"Cake, cupcake or muffin, vanilla with chocolate chip, prepared from dry mix, undefined fat, uniced"
13302,"Cakes and cake mixes, sponge"
13302001,"Cake mix, sponge, dry powder"
13302002,"Cake or cupcake, sponge, plain, commercial, uniced, unfilled"
13302003,"Cake or cupcake, sponge, plain, commercial, uniced, filled with cream"
13302004,"Cake or cupcake, sponge, plain, commercial, uniced, filled with jam"
13302005,"Cake or cupcake, sponge, plain, commercial, uniced, filled with jam & cream"
13302006,"Cake or cupcake, sponge, plain, commercial, iced, unfilled"
13302007,"Cake or cupcake, sponge, plain, commercial, iced, filled with cream"
13302008,"Cake or cupcake, sponge, plain, homemade from basic ingredients, uniced"
13302009,"Cake or cupcake, sponge, plain, homemade from basic ingredients, uniced, filled with jam &/or cream"
13302010,"Cake or cupcake, sponge, plain, homemade from basic ingredients, iced, unfilled"
13302011,"Cake or cupcake, sponge, plain, uniced, filled with fruit & cream"
13302012,"Cake or cupcake, sponge, chocolate flavoured, commercial, uniced, filled with jam & cream"
13302013,"Cake or cupcake, sponge, chocolate flavoured, commercial, iced, filled with cream"
13302014,"Cake or cupcake, sponge, plain, prepared from dry mix, undefined fat, uniced, unfilled"
13302015,"Cake or cupcake, sponge, plain, prepared from dry mix, undefined fat, iced"
13302016,"Cake, lamington, unfilled"
13302017,"Cake, lamington, filled with jam &/or cream"
13303,"Cakes and cake mixes, other types"
13303001,"Bread, banana, commercial"
13303002,"Bread, banana, commercial, toasted"
13303003,"Bread, banana, homemade"
13303004,"Bread, banana, homemade, toasted"
13303005,"Cake mix, plain, dry powder"
13303006,"Cake mix, orange & poppy seed, dry powder"
13303007,"Cake or cupcake, banana, commercial, uniced"
13303008,"Cake or cupcake, banana, commercial, iced"
13303009,"Cake or cupcake, banana, homemade from basic ingredients, butter or dairy blend, uniced"
13303010,"Cake or cupcake, banana, homemade from basic ingredients, butter or dairy blend, iced"
13303011,"Cake or cupcake, banana, homemade from basic ingredients, margarine, uniced"
13303012,"Cake or cupcake, banana, homemade from basic ingredients, oil, uniced"
13303013,"Cake or cupcake, banana, homemade from basic ingredients, undefined fat, uniced"
13303014,"Cake or cupcake, banana, homemade from basic ingredients, undefined fat, iced"
13303015,"Cake, cupcake or muffin, banana, prepared from dry mix, uniced"
13303016,"Cake or cupcake, berry, undefined fat, uniced"
13303017,"Cake or cupcake, berry, reduced fat, commercial, uniced"
13303018,"Cake, cupcake or muffin, berry, prepared from dry mix, undefined fat, uniced"
13303019,"Cake or cupcake, caramel, uniced"
13303020,"Cake or cupcake, caramel, iced"
13303021,"Cake or cupcake, carrot, commercial, uniced"
13303022,"Cake or cupcake, carrot, commercial, iced"
13303023,"Cake or cupcake, carrot, commercial, iced, filled with cream"
13303024,"Cake or cupcake, carrot, homemade from basic ingredients, butter or dairy blend, uniced"
13303025,"Cake or cupcake, carrot, homemade from basic ingredients, butter or dairy blend, iced"
13303026,"Cake or cupcake, carrot, homemade from basic ingredients, oil, uniced"
13303027,"Cake or cupcake, carrot, homemade from basic ingredients, oil, iced"
13303028,"Cake or cupcake, carrot, homemade from basic ingredients, undefined fat, uniced"
13303029,"Cake or cupcake, carrot, homemade from basic ingredients, undefined fat, iced"
13303030,"Cake or cupcake, citrus, commercial, uniced"
13303031,"Cake or cupcake, citrus, commercial, iced"
13303032,"Cake or cupcake, citrus, homemade from basic ingredients, undefined fat, uniced"
13303033,"Cake or cupcake, citrus, homemade from basic ingredients, undefined fat, uniced, filled with cream"
13303034,"Cake or cupcake, citrus, homemade from basic ingredients, undefined fat, iced"
13303035,"Cake or cupcake, coconut, commercial or homemade, uniced"
13303036,"Cake or cupcake, date loaf, commercial, uniced"
13303037,"Cake or cupcake, date loaf, homemade from basic ingredients, undefined fat, uniced"
13303038,"Cake or cupcake, date loaf, commercial or homemade, undefined fat, iced"
13303039,"Cake, friand, commercial, uniced"
13303040,"Cake, friand, homemade from basic ingredients, uniced"
13303041,"Cake, fruit, dark in colour, commercial, uniced"
13303042,"Cake, fruit, light in colour, commercial, uniced"
13303043,"Cake, fruit, commercial, uniced"
13303044,"Cake, fruit, commercial, reduced fat, uniced"
13303045,"Cake, fruit, commercial, iced"
13303046,"Cake, fruit, homemade from basic ingredients, butter or dairy blend, uniced"
13303047,"Cake, fruit, homemade from basic ingredients, undefined fat, uniced"
13303048,"Cake, fruit, homemade from basic ingredients, undefined fat, iced"
13303049,"Cake or cupcake, honey, commercial or homemade, uniced"
13303050,"Cake or cupcake, honey, commercial or homemade, uniced, filled with cream"
13303051,"Cake or cupcake, honey, commercial or homemade, iced"
13303052,"Cake or cupcake, orange & almond, commercial, uniced"
13303053,"Cake or cupcake, orange & poppy seed, commercial or homemade, uniced"
13303054,"Cake or cupcake, orange & poppy seed, commercial or homemade, iced"
13303055,"Cake, cupcake or muffin, orange & poppy seed, prepared from dry mix, undefined fat, uniced"
13303056,"Cake, cupcake or muffin, orange & poppy seed, prepared from dry mix, undefined fat, sugar based icing"
13303057,"Cake, pineapple upside down cake, homemade from basic ingredients, fat not further defined"
13303058,"Cake or cupcake, plain butter cake, commercial, uniced"
13303059,"Cake or cupcake, plain butter cake, commercial, iced"
13303060,"Cake or cupcake, plain butter cake, homemade from basic ingredients, butter or dairy blend, uniced"
13303061,"Cake or cupcake, plain butter cake, homemade from basic ingredients, butter or dairy blend, iced"
13303062,"Cake or cupcake, plain butter cake, homemade from basic ingredients, margarine, uniced"
13303063,"Cake or cupcake, plain butter cake, homemade from basic ingredients, margarine, iced"
13303064,"Cake or cupcake, plain butter cake, homemade from basic ingredients, oil, uniced"
13303065,"Cake or cupcake, plain butter cake, homemade from basic ingredients, undefined fat, uniced"
13303066,"Cake or cupcake, plain butter cake, homemade from basic ingredients, undefined fat, iced"
13303067,"Cake or cupcake, plain butter cake, commercial or homemade, iced, cream filling"
13303068,"Cake, cupcake or muffin, plain butter cake, prepared from dry mix, undefined fat, uniced"
13303069,"Cake, cupcake or muffin, plain butter cake, prepared from dry mix, undefined fat, iced"
13303070,"Cake or cupcake, plum, homemade from basic ingredients, undefined fat, uniced"
13303071,"Cake or cupcake, pumpkin, homemade from basic ingredients, undefined fat, uniced"
13303072,"Cake or cupcake, sultana, commercial or homemade from basic ingredients, uniced"
13303073,"Cake, tea cake, commercial, uniced"
13303074,"Cake, tea cake, apricot, homemade from basic ingredients, undefined fat, uniced"
13303075,"Cake, tea cake, cinnamon topped, homemade from basic ingredients, undefined fat, uniced"
13303076,"Cake, custard filled, with & without icing"
13303077,"Cake, gluten free, with & without icing"
13304,"Muffins, cake type, and muffin mixes"
13304001,"Muffin bar, fruit flavoured"
13304002,"Muffin, cake-style, apple, commercial, uniced"
13304003,"Muffin, cake-style, apple, homemade from basic ingredients, uniced"
13304004,"Muffin, cake-style, apricot, homemade from basic ingredients, uniced"
13304005,"Muffin, cake-style, banana, commercial, uniced"
13304006,"Muffin, cake-style, banana, homemade from basic ingredients, uniced"
13304007,"Muffin, cake-style, berry, commercial, uniced"
13304008,"Muffin, cake-style, berry, homemade from basic ingredients, uniced"
13304009,"Muffin, cake-style, bran, with or without dried fruit, commercial, uniced"
13304010,"Muffin, cake-style, bran, with or without dried fruit, homemade from basic ingredients, uniced"
13304011,"Muffin, cake-style, chocolate, homemade from basic ingredients, uniced"
13304012,"Muffin, cake-style, chocolate chip, commercial, uniced"
13304013,"Muffin, cake-style, chocolate chip, homemade from basic ingredients, uniced"
13304014,"Muffin, cake-style, chocolate, with or without chocolate chip, commercial, uniced"
13304015,"Muffin, cake-style, coconut & lemon, homemade from basic ingredients, uniced"
13304016,"Muffin, cake-style, orange & poppy seed, commercial, uniced"
13304017,"Muffin, cake-style, plain, commercial, uniced"
13304018,"Muffin, cake-style, raspberry & white chocolate, commercial, uniced"
13304019,"Muffin, cake-style, raspberry & white chocolate, homemade from basic ingredients, uniced"
13304020,"Muffin, cake-style, commercial, not further defined"
13304021,"Muffin, cake-style, savoury, homemade from basic ingredients"
13305,Cake-type desserts
13305001,"Pudding, chocolate, homemade from basic ingredients"
13305002,"Pudding, plum, canned, commercial"
13305003,"Pudding, plum, steamed or boiled, homemade from basic ingredients"
13305004,"Pudding, self-saucing, chocolate flavoured, prepared from dry mix"
13305005,"Pudding, self-saucing, other flavours, prepared from dry mix"
13305006,"Pudding, sticky date, commercial"
13305007,"Pudding, sticky date, homemade from basic ingredients"
13305008,"Dumpling, sweet, soaked in syrup"
13306,"Slices, biscuit and cake-type"
13306001,"Cake or cupcake, berry shortcake, undefined fat"
13306002,"Confectionery, rum ball (rumball)"
13306003,"Slice, brownie, chocolate, with nuts, commercial"
13306004,"Slice, brownie, chocolate, with nuts, homemade from basic ingredients, fat not further defined"
13306005,"Slice, brownie, chocolate, without nuts, homemade from basic ingredients, butter or dairy blend"
13306006,"Slice, brownie, chocolate, without nuts, homemade from basic ingredients, with oil"
13306007,"Slice, brownie, chocolate, without nuts, homemade from basic ingredients, fat not further defined"
13306008,"Slice, caramel, commercial"
13306009,"Slice, caramel, homemade from basic ingredients, fat not further defined"
13306010,"Slice, cherry, homemade from basic ingredients, fat not further defined"
13306011,"Slice, chocolate, commercial, chocolate icing"
13306012,"Slice, chocolate, homemade from basic ingredients, fat not further defined, chocolate icing"
13306013,"Slice, coconut, with jam, commercial"
13306014,"Slice, coconut, with jam, homemade from basic ingredients, fat not further defined"
13306015,"Slice, dried fruit, homemade from basic ingredients, fat not further defined"
13306016,"Slice, fruit mince, commercial, with icing"
13306017,"Slice, hedgehog, commercial, chocolate icing"
13306018,"Slice, hedgehog, homemade from basic ingredients, fat not further defined, chocolate icing"
13306019,"Slice, jelly, commercial"
13306020,"Slice, jelly, homemade from basic ingredients, fat not further defined"
13306021,"Slice, lemon, homemade from basic ingredients, fat not further defined"
13306022,"Slice, meringue, with jam, homemade from basic ingredients, fat not further defined"
13306023,"Slice, muesli, with sultanas & apricot, homemade from basic ingredients, fat not further defined"
13306024,"Slice, nut, homemade from basic ingredients, fat not further defined"
13306025,"Slice, oat, with caramel, marshmallow & chocolate, homemade from basic ingredients, fat not further defined"
13306026,"Slice, passionfruit"
13306027,"Slice, vanilla, commercial, with icing (except chocolate flavoured)"
13306028,"Slice, vanilla, homemade from basic ingredients, fat not further defined, with icing (except chocolate flavoured)"
13306029,"Slice, not further defined"
13307,"Scones and rock cakes, plain or with added fruit or vegetables only"
13307001,"Rock cake, commercial or homemade"
13307002,"Scone, date, commercial"
13307003,"Scone, date, homemade from basic ingredients"
13307004,"Scone, plain, commercial"
13307005,"Scone, plain, homemade from basic ingredients"
13307006,"Scone, pumpkin, commercial"
13307007,"Scone, pumpkin, homemade from basic ingredients"
13307008,"Scone, sultana, commercial"
13307009,"Scone, sultana, homemade from basic ingredients"
13307010,"Scone, wholemeal, commercial"
13307011,"Scone, wholemeal, homemade from basic ingredients"
13308,"Scones and rock cakes, with added cheese, chocolate or similar"
13308001,"Scone, cheese, commercial"
13308002,"Scone, cheese, homemade from basic ingredients"
13308003,"Scone, chocolate, with chocolate chips, commercial"
13309,Other desserts containing cereal
13309001,"Pudding, bread & butter, homemade from basic ingredients, butter or dairy blend"
13309002,"Pudding, lemon delicious, homemade from basic ingredients"
13309003,"Pudding, made from cake or bread, with mixed berries & cream"
